"","Cust_id","Freq","Recency","last_trans","Monetary Value","R_Score","F_Score","M_Score","M_SCORE","Segments"
"2433","15632",8,13,"2011-11-24",3285.31,4,4,4,4,"Champions"
"2439","15640",15,11,"2011-12-05",12433.34,5,5,5,5,"Champions"
"2440","15641",4,25,"2011-08-26",1887.2,1,2,3,3,"About to Sleep"
"2442","15644",3,34,"2011-06-26",813,1,1,1,1,"Lost Customers"
"2444","15646",3,33,"2011-07-05",447.64,1,1,1,1,"Lost Customers"
"2452","15656",4,17,"2011-10-25",748.5,2,2,1,1,"About to Sleep"
"2454","15658",4,38,"2011-06-02",1002.85,1,2,2,2,"Hibernating"
"2456","15660",6,14,"2011-11-14",1561.26,3,3,3,3,"Need Attention"
"2463","15669",4,16,"2011-10-30",684.34,2,2,1,1,"About to Sleep"
"2465","15671",7,13,"2011-11-21",2657.13,4,4,4,4,"Champions"
"2466","15673",4,23,"2011-09-12",2881.02,1,2,4,4,"About to Sleep"
"2467","15674",3,21,"2011-09-27",1756.77,1,1,3,3,"About to Sleep"
"2468","15675",3,22,"2011-09-19",323.69,1,1,1,1,"Lost Customers"
"2469","15676",3,13,"2011-11-21",3435.76,4,1,4,4,"Potential Customers"
"2472","15679",4,14,"2011-11-15",781.28,3,2,1,1,"Promising Customers"
"2473","15680",3,12,"2011-11-30",1333.68,4,1,2,2,"Promising Customers"
"2474","15681",4,14,"2011-11-14",1426.16,3,2,3,3,"Need Attention"
"2476","15687",8,12,"2011-12-01",2993.1,4,4,4,4,"Champions"
"2481","15694",14,10,"2011-12-09",6479.4,5,5,5,5,"Champions"
"2483","15696",8,15,"2011-11-06",2736.46,3,4,4,4,"Loyal Customers"
"2486","15701",4,11,"2011-12-07",1542.14,5,2,3,3,"About to Sleep"
"2488","15704",3,30,"2011-07-22",2293.62,1,1,4,4,"Very Valuable"
"2490","15706",4,19,"2011-10-07",1060.56,2,2,2,2,"Need Attention"
"2491","15707",4,15,"2011-11-04",945.58,3,2,2,2,"Need Attention"
"2492","15708",7,16,"2011-10-30",3347.57,2,4,4,4,"Loyal Customers"
"2494","15712",5,12,"2011-11-30",1072.36,4,3,2,2,"About to Sleep"
"2497","15716",4,31,"2011-07-17",1118.81,1,2,2,2,"Hibernating"
"2499","15719",13,15,"2011-11-07",5045.61,3,5,5,5,"Loyal Customers"
"2502","15722",4,15,"2011-11-04",2181.21,3,2,4,4,"Potential Customers"
"2506","15727",7,13,"2011-11-23",5178.96,4,4,5,5,"Champions"
"2509","15730",3,20,"2011-10-05",1120.88,2,1,2,2,"About to Sleep"
"2513","15737",6,12,"2011-11-25",1156.12,4,3,2,2,"About to Sleep"
"2514","15738",15,13,"2011-11-21",4812.42,4,5,5,5,"Champions"
"2517","15743",4,13,"2011-11-23",784.46,4,2,1,1,"Promising Customers"
"2519","15745",4,13,"2011-11-20",1094.59,4,2,2,2,"Promising Customers"
"2521","15747",3,12,"2011-11-27",974.04,4,1,2,2,"Promising Customers"
"2524","15750",7,11,"2011-12-07",2465.48,5,4,4,4,"Champions"
"2525","15752",7,16,"2011-10-31",2628.93,2,4,4,4,"Loyal Customers"
"2527","15754",3,18,"2011-10-19",458.57,2,1,1,1,"About to Sleep"
"2528","15755",6,12,"2011-11-29",2364.25,4,3,4,4,"About to Sleep"
"2529","15756",4,19,"2011-10-09",532.96,2,2,1,1,"About to Sleep"
"2532","15759",3,42,"2011-05-05",253.04,1,1,1,1,"Lost Customers"
"2535","15764",3,26,"2011-08-24",3276.62,1,1,4,4,"Very Valuable"
"2537","15768",3,27,"2011-08-16",621.83,1,1,1,1,"Lost Customers"
"2538","15769",22,11,"2011-12-02",53328.72,5,5,5,5,"Champions"
"2543","15777",3,45,"2011-04-12",1047.11,1,1,2,2,"Hibernating"
"2544","15780",3,37,"2011-06-09",475.28,1,1,1,1,"Lost Customers"
"2545","15781",3,14,"2011-11-14",345.46,3,1,1,1,"Promising Customers"
"2546","15782",3,12,"2011-11-30",2614.74,4,1,4,4,"Potential Customers"
"2548","15785",4,15,"2011-11-07",2328.97,3,2,4,4,"Potential Customers"
"2554","15793",3,12,"2011-11-25",965.61,4,1,2,2,"Promising Customers"
"2556","15796",8,11,"2011-12-08",2711.56,5,4,4,4,"Champions"
"2557","15797",4,27,"2011-08-18",2207.4,1,2,4,4,"About to Sleep"
"2558","15799",3,21,"2011-09-25",884.14,1,1,2,2,"Hibernating"
"2560","15801",3,17,"2011-10-24",1063.95,2,1,2,2,"About to Sleep"
"2563","15804",12,10,"2011-12-09",4186.59,5,5,5,5,"Champions"
"2564","15805",13,14,"2011-11-16",5528.48,3,5,5,5,"Loyal Customers"
"2565","15806",3,17,"2011-10-24",784.58,2,1,1,1,"About to Sleep"
"2567","15808",4,54,"2011-02-06",3724.77,1,2,4,4,"About to Sleep"
"2568","15809",5,16,"2011-11-03",515.77,2,3,1,1,"About to Sleep"
"2569","15810",4,22,"2011-09-22",1386.63,1,2,2,2,"Hibernating"
"2570","15811",6,14,"2011-11-17",2218.62,3,3,4,4,"About to Sleep"
"2571","15812",5,26,"2011-08-24",1801.14,1,3,3,3,"About to Sleep"
"2573","15814",3,13,"2011-11-23",1945.33,4,1,3,3,"Potential Customers"
"2574","15815",5,19,"2011-10-07",2100.6,2,3,3,3,"Need Attention"
"2575","15819",4,17,"2011-10-21",1905.45,2,2,3,3,"Need Attention"
"2582","15827",11,21,"2011-09-27",1836.09,1,5,3,3,"About to Sleep"
"2585","15831",3,19,"2011-10-12",747.76,2,1,1,1,"About to Sleep"
"2587","15834",3,20,"2011-09-30",2233.75,2,1,4,4,"About to Sleep"
"2588","15835",4,17,"2011-10-26",954.09,2,2,2,2,"Need Attention"
"2591","15838",15,12,"2011-11-28",33643.08,4,5,5,5,"Champions"
"2592","15839",3,15,"2011-11-06",1048.49,3,1,2,2,"Promising Customers"
"2594","15841",4,21,"2011-09-28",1224.06,1,2,2,2,"Hibernating"
"2597","15845",8,13,"2011-11-22",3711.77,4,4,4,4,"Champions"
"2602","15854",10,11,"2011-12-05",2974.65,5,5,4,4,"Champions"
"2603","15855",5,30,"2011-07-26",712.24,1,3,1,1,"About to Sleep"
"2604","15856",21,11,"2011-12-05",16173.67,5,5,5,5,"Champions"
"2606","15858",5,13,"2011-11-24",1438.85,4,3,3,3,"About to Sleep"
"2607","15860",8,16,"2011-10-30",977.21,2,4,2,2,"About to Sleep"
"2608","15861",5,12,"2011-11-27",3000.36,4,3,4,4,"About to Sleep"
"2609","15862",4,12,"2011-12-01",832.88,4,2,1,1,"Promising Customers"
"2611","15864",5,14,"2011-11-13",1783.68,3,3,3,3,"Need Attention"
"2612","15865",3,16,"2011-10-30",895.13,2,1,2,2,"About to Sleep"
"2614","15867",15,11,"2011-12-04",3797.79,5,5,5,5,"Champions"
"2618","15874",6,19,"2011-10-07",4357.27,2,3,5,5,"About to Sleep"
"2624","15885",3,24,"2011-09-08",379.35,1,1,1,1,"Lost Customers"
"2632","15898",5,11,"2011-12-08",1388.88,5,3,3,3,"About to Sleep"
"2635","15901",3,13,"2011-11-23",363.88,4,1,1,1,"Promising Customers"
"2636","15903",7,12,"2011-11-30",5126.76,4,4,5,5,"Champions"
"2638","15906",5,13,"2011-11-20",1521.79,4,3,3,3,"About to Sleep"
"2639","15907",3,11,"2011-12-06",967.45,5,1,2,2,"About to Sleep"
"2641","15910",8,10,"2011-12-09",1232.18,5,4,2,2,"About to Sleep"
"2643","15916",7,13,"2011-11-23",1491.24,4,4,3,3,"About to Sleep"
"2653","15932",8,11,"2011-12-05",2495.87,5,4,4,4,"Champions"
"2654","15933",3,13,"2011-11-18",1107.46,4,1,2,2,"Promising Customers"
"2657","15938",5,26,"2011-08-19",404.58,1,3,1,1,"About to Sleep"
"2658","15939",14,23,"2011-09-11",6115.01,1,5,5,5,"About to Sleep"
"2666","15950",4,15,"2011-11-08",1765.51,3,2,3,3,"Need Attention"
"2668","15952",4,15,"2011-11-06",806.57,3,2,1,1,"Promising Customers"
"2669","15953",8,13,"2011-11-24",1634.53,4,4,3,3,"About to Sleep"
"2670","15955",9,14,"2011-11-15",4407.76,3,4,5,5,"Loyal Customers"
"2674","15965",3,13,"2011-11-22",845.64,4,1,2,2,"Promising Customers"
"2676","15969",3,11,"2011-12-07",666.1,5,1,1,1,"Recent Customers"
"2678","15971",11,13,"2011-11-22",4199.85,4,5,5,5,"Champions"
"2680","15974",7,16,"2011-10-31",3442.15,2,4,4,4,"Loyal Customers"
"2686","15981",8,14,"2011-11-15",3408.48,3,4,4,4,"Loyal Customers"
"2687","15983",4,14,"2011-11-17",1475.02,3,2,3,3,"Need Attention"
"2688","15984",10,11,"2011-12-07",2816.97,5,5,4,4,"Champions"
"2691","15987",6,12,"2011-11-27",1451.28,4,3,3,3,"About to Sleep"
"2695","15993",5,12,"2011-12-01",2760.97,4,3,4,4,"About to Sleep"
"2697","15996",6,23,"2011-09-12",1044.78,1,3,2,2,"About to Sleep"
"2698","15998",5,16,"2011-11-03",3084.17,2,3,4,4,"About to Sleep"
"2700","16003",4,15,"2011-11-10",2735.37,3,2,4,4,"Potential Customers"
"2701","16005",3,12,"2011-11-27",615.39,4,1,1,1,"Promising Customers"
"2703","16007",4,17,"2011-10-23",1701.94,2,2,3,3,"Need Attention"
"2704","16008",3,14,"2011-11-16",478.78,3,1,1,1,"Promising Customers"
"2705","16009",4,14,"2011-11-17",992.71,3,2,2,2,"Need Attention"
"2706","16010",3,45,"2011-04-08",407.5,1,1,1,1,"Lost Customers"
"2707","16011",16,12,"2011-12-01",3362.71,4,5,4,4,"Champions"
"2708","16012",3,15,"2011-11-04",1415.29,3,1,3,3,"Potential Customers"
"2709","16013",27,11,"2011-12-06",36822.15,5,5,5,5,"Champions"
"2710","16014",3,16,"2011-11-02",662.38,2,1,1,1,"About to Sleep"
"2711","16015",3,11,"2011-12-06",690.54,5,1,1,1,"Recent Customers"
"2712","16016",7,11,"2011-12-06",1483.31,5,4,3,3,"About to Sleep"
"2715","16019",9,17,"2011-10-24",3786.24,2,4,4,4,"Loyal Customers"
"2718","16023",3,17,"2011-10-24",719.81,2,1,1,1,"About to Sleep"
"2722","16027",6,23,"2011-09-09",934.62,1,3,2,2,"About to Sleep"
"2723","16029",36,16,"2011-11-01",62199.93,2,5,5,5,"Loyal Customers"
"2726","16033",18,11,"2011-12-04",8727.61,5,5,5,5,"Champions"
"2727","16034",3,38,"2011-05-27",437.7,1,1,1,1,"Lost Customers"
"2729","16037",3,49,"2011-03-15",855.02,1,1,2,2,"Hibernating"
"2730","16038",3,11,"2011-12-02",471.78,5,1,1,1,"Recent Customers"
"2731","16040",3,20,"2011-10-05",1313.55,2,1,2,2,"About to Sleep"
"2733","16042",4,14,"2011-11-17",1197.27,3,2,2,2,"Need Attention"
"2734","16043",4,16,"2011-11-02",773.99,2,2,1,1,"About to Sleep"
"2735","16045",4,27,"2011-08-12",1340.7,1,2,2,2,"Hibernating"
"2737","16049",3,16,"2011-10-30",1111.79,2,1,2,2,"About to Sleep"
"2744","16057",4,13,"2011-11-23",2263.12,4,2,4,4,"Potential Customers"
"2745","16059",6,20,"2011-10-05",1459.86,2,3,3,3,"Need Attention"
"2747","16062",4,12,"2011-11-30",1153.62,4,2,2,2,"Promising Customers"
"2750","16066",5,13,"2011-11-23",1521.87,4,3,3,3,"About to Sleep"
"2755","16076",9,11,"2011-12-06",2173.53,5,4,4,4,"Champions"
"2757","16079",3,13,"2011-11-23",1352,4,1,2,2,"Promising Customers"
"2759","16081",5,18,"2011-10-14",2806.9,2,3,4,4,"About to Sleep"
"2762","16085",5,14,"2011-11-16",981.51,3,3,2,2,"Need Attention"
"2763","16086",5,19,"2011-10-11",1121.39,2,3,2,2,"Need Attention"
"2765","16092",3,27,"2011-08-17",817.86,1,1,1,1,"Lost Customers"
"2767","16094",3,12,"2011-11-28",1078.23,4,1,2,2,"Promising Customers"
"2770","16098",7,23,"2011-09-13",2005.63,1,4,3,3,"About to Sleep"
"2771","16099",3,18,"2011-10-20",731.9,2,1,1,1,"About to Sleep"
"2773","16102",3,16,"2011-10-28",1842.14,2,1,3,3,"About to Sleep"
"2774","16103",6,11,"2011-12-02",1429.64,5,3,3,3,"About to Sleep"
"2778","16107",7,13,"2011-11-22",3204.16,4,4,4,4,"Champions"
"2781","16110",3,17,"2011-10-25",1337.48,2,1,2,2,"About to Sleep"
"2782","16112",4,31,"2011-07-19",195.74,1,2,1,1,"About to Sleep"
"2785","16115",8,12,"2011-11-30",1667.97,4,4,3,3,"About to Sleep"
"2791","16122",4,21,"2011-09-27",684.42,1,2,1,1,"About to Sleep"
"2795","16126",4,15,"2011-11-10",6287.77,3,2,5,5,"About to Sleep"
"2797","16128",5,13,"2011-11-22",1880.22,4,3,3,3,"About to Sleep"
"2798","16131",4,18,"2011-10-19",3506.54,2,2,4,4,"About to Sleep"
"2799","16133",29,11,"2011-12-06",14573.44,5,5,5,5,"Champions"
"2802","16136",3,19,"2011-10-11",709.38,2,1,1,1,"About to Sleep"
"2804","16139",3,13,"2011-11-21",635.41,4,1,1,1,"Promising Customers"
"2808","16143",6,11,"2011-12-06",2424.94,5,3,4,4,"About to Sleep"
"2810","16145",11,12,"2011-12-01",3799.49,4,5,5,5,"Champions"
"2811","16146",3,33,"2011-07-05",734.13,1,1,1,1,"Lost Customers"
"2815","16150",5,16,"2011-10-28",2053.02,2,3,3,3,"Need Attention"
"2817","16153",5,17,"2011-10-21",1824.23,2,3,3,3,"Need Attention"
"2818","16156",9,12,"2011-12-01",3122.04,4,4,4,4,"Champions"
"2819","16157",3,13,"2011-11-24",656.69,4,1,1,1,"Promising Customers"
"2822","16161",19,11,"2011-12-08",5396.72,5,5,5,5,"Champions"
"2825","16164",3,13,"2011-11-22",822.48,4,1,1,1,"Promising Customers"
"2826","16168",25,12,"2011-11-29",3787.6,4,5,5,5,"Champions"
"2827","16169",4,12,"2011-12-01",1822.97,4,2,3,3,"Potential Customers"
"2828","16170",6,18,"2011-10-20",1885.05,2,3,3,3,"Need Attention"
"2830","16172",4,24,"2011-09-05",1140.21,1,2,2,2,"Hibernating"
"2831","16173",6,13,"2011-11-24",1406.57,4,3,3,3,"About to Sleep"
"2832","16174",3,28,"2011-08-05",1009.55,1,1,2,2,"Hibernating"
"2833","16175",4,24,"2011-09-06",1037.59,1,2,2,2,"Hibernating"
"2837","16180",7,25,"2011-08-31",10254.18,1,4,5,5,"About to Sleep"
"2839","16182",4,21,"2011-09-28",6617.65,1,2,5,5,"About to Sleep"
"2841","16184",6,20,"2011-10-06",1158.79,2,3,2,2,"Need Attention"
"2843","16186",10,14,"2011-11-17",4006.94,3,5,5,5,"Loyal Customers"
"2844","16187",11,15,"2011-11-08",6911.44,3,5,5,5,"Loyal Customers"
"2845","16188",4,17,"2011-10-26",981.86,2,2,2,2,"Need Attention"
"2848","16191",10,11,"2011-12-07",5155.57,5,5,5,5,"Champions"
"2852","16201",4,11,"2011-12-06",1863.47,5,2,3,3,"About to Sleep"
"2854","16203",4,19,"2011-10-12",592.9,2,2,1,1,"About to Sleep"
"2856","16205",4,15,"2011-11-09",761.38,3,2,1,1,"Promising Customers"
"2857","16206",4,18,"2011-10-16",537.06,2,2,1,1,"About to Sleep"
"2860","16209",5,23,"2011-09-12",2262.62,1,3,4,4,"About to Sleep"
"2861","16210",17,11,"2011-12-08",21086.3,5,5,5,5,"Champions"
"2865","16214",3,35,"2011-06-22",1062.75,1,1,2,2,"Hibernating"
"2869","16218",6,15,"2011-11-10",3084.68,3,3,4,4,"About to Sleep"
"2870","16221",3,16,"2011-11-03",864.86,2,1,2,2,"About to Sleep"
"2872","16224",4,19,"2011-10-13",1295.3,2,2,2,2,"Need Attention"
"2873","16225",4,17,"2011-10-26",1096.32,2,2,2,2,"Need Attention"
"2874","16226",3,39,"2011-05-20",255.12,1,1,1,1,"Lost Customers"
"2878","16232",3,17,"2011-10-27",990.88,2,1,2,2,"About to Sleep"
"2879","16233",3,21,"2011-09-29",536.68,1,1,1,1,"Lost Customers"
"2880","16235",5,16,"2011-10-30",867.31,2,3,2,2,"Need Attention"
"2884","16241",12,12,"2011-11-30",2607.87,4,5,4,4,"Champions"
"2885","16242",7,12,"2011-12-01",3598.26,4,4,4,4,"Champions"
"2888","16245",3,14,"2011-11-16",1413.66,3,1,3,3,"Potential Customers"
"2891","16249",5,18,"2011-10-18",1800.07,2,3,3,3,"Need Attention"
"2895","16255",8,13,"2011-11-23",2619.91,4,4,4,4,"Champions"
"2898","16258",5,17,"2011-10-25",5203.51,2,3,5,5,"About to Sleep"
"2900","16261",4,13,"2011-11-22",746.83,4,2,1,1,"Promising Customers"
"2902","16265",8,12,"2011-11-30",5447,4,4,5,5,"Champions"
"2903","16266",6,21,"2011-09-27",861.89,1,3,2,2,"About to Sleep"
"2906","16271",5,11,"2011-12-07",1423.29,5,3,3,3,"About to Sleep"
"2912","16279",3,13,"2011-11-18",1509.58,4,1,3,3,"Potential Customers"
"2915","16283",5,11,"2011-12-04",1531.51,5,3,3,3,"About to Sleep"
"2919","16293",6,13,"2011-11-18",2248.99,4,3,4,4,"About to Sleep"
"2920","16295",4,12,"2011-11-30",1328.55,4,2,2,2,"Promising Customers"
"2922","16298",3,14,"2011-11-17",598.2,3,1,1,1,"Promising Customers"
"2924","16303",3,14,"2011-11-14",5360.63,3,1,5,5,"About to Sleep"
"2926","16306",4,41,"2011-05-10",616.35,1,2,1,1,"About to Sleep"
"2927","16308",4,16,"2011-11-02",2560,2,2,4,4,"About to Sleep"
"2932","16316",6,20,"2011-10-06",2921.21,2,3,4,4,"About to Sleep"
"2933","16317",3,27,"2011-08-12",1341.65,1,1,2,2,"Hibernating"
"2937","16321",3,21,"2011-09-28",230.7,1,1,1,1,"Lost Customers"
"2941","16325",3,17,"2011-10-24",594.24,2,1,1,1,"About to Sleep"
"2942","16326",13,11,"2011-12-04",3085.96,5,5,4,4,"Champions"
"2943","16327",6,12,"2011-11-25",3844.22,4,3,5,5,"About to Sleep"
"2945","16332",7,14,"2011-11-11",1583.2,3,4,3,3,"About to Sleep"
"2946","16333",13,11,"2011-12-02",26626.8,5,5,5,5,"Champions"
"2951","16341",3,14,"2011-11-15",1971.87,3,1,3,3,"Potential Customers"
"2952","16342",4,21,"2011-09-25",322.41,1,2,1,1,"About to Sleep"
"2957","16348",6,15,"2011-11-07",1469.45,3,3,3,3,"Need Attention"
"2959","16350",4,13,"2011-11-18",1116.47,4,2,2,2,"Promising Customers"
"2962","16353",20,11,"2011-12-06",6675.71,5,5,5,5,"Champions"
"2965","16357",3,15,"2011-11-06",658.88,3,1,1,1,"Promising Customers"
"2966","16358",4,11,"2011-12-08",2027.5,5,2,3,3,"About to Sleep"
"2967","16359",9,11,"2011-12-02",1500.92,5,4,3,3,"About to Sleep"
"2968","16360",6,11,"2011-12-05",3411.69,5,3,4,4,"About to Sleep"
"2969","16361",4,12,"2011-11-30",896.66,4,2,2,2,"Promising Customers"
"2970","16362",3,15,"2011-11-07",663.72,3,1,1,1,"Promising Customers"
"2973","16365",8,13,"2011-11-22",1540.42,4,4,3,3,"About to Sleep"
"2977","16369",3,13,"2011-11-21",1553.66,4,1,3,3,"Potential Customers"
"2978","16370",4,22,"2011-09-18",1320.56,1,2,2,2,"Hibernating"
"2983","16378",3,46,"2011-04-06",362.95,1,1,1,1,"Lost Customers"
"2984","16379",4,11,"2011-12-05",2157.4,5,2,3,3,"About to Sleep"
"2988","16385",3,19,"2011-10-10",555.89,2,1,1,1,"About to Sleep"
"2991","16389",4,18,"2011-10-17",1382.07,2,2,2,2,"Need Attention"
"2993","16393",13,11,"2011-12-07",2941.05,5,5,4,4,"Champions"
"2994","16394",5,18,"2011-10-14",1555.34,2,3,3,3,"Need Attention"
"2995","16395",5,19,"2011-10-10",1486.9,2,3,3,3,"Need Attention"
"2999","16401",12,11,"2011-12-08",4093.07,5,5,5,5,"Champions"
"3005","16407",9,12,"2011-11-27",2126.93,4,4,3,3,"About to Sleep"
"3006","16409",5,16,"2011-11-03",2028.88,2,3,3,3,"Need Attention"
"3012","16416",3,14,"2011-11-13",1051.4,3,1,2,2,"Promising Customers"
"3013","16418",3,17,"2011-10-26",675.27,2,1,1,1,"About to Sleep"
"3014","16419",5,26,"2011-08-19",972.23,1,3,2,2,"About to Sleep"
"3015","16422",47,13,"2011-11-22",34665.99,4,5,5,5,"Champions"
"3019","16426",7,11,"2011-12-07",1908.25,5,4,3,3,"About to Sleep"
"3027","16434",7,15,"2011-11-10",1522.25,3,4,3,3,"About to Sleep"
"3028","16438",5,11,"2011-12-04",798.35,5,3,1,1,"About to Sleep"
"3029","16440",5,11,"2011-12-02",3640.67,5,3,4,4,"About to Sleep"
"3031","16442",3,11,"2011-12-08",616.79,5,1,1,1,"Recent Customers"
"3032","16444",4,17,"2011-10-24",638.77,2,2,1,1,"About to Sleep"
"3041","16455",6,19,"2011-10-07",1841.18,2,3,3,3,"Need Attention"
"3042","16456",5,25,"2011-09-01",2158.37,1,3,4,4,"About to Sleep"
"3044","16458",18,11,"2011-12-07",3482.74,5,5,4,4,"Champions"
"3045","16460",3,14,"2011-11-11",814.72,3,1,1,1,"Promising Customers"
"3047","16462",3,21,"2011-09-27",136,1,1,1,1,"Lost Customers"
"3048","16463",4,13,"2011-11-18",1402.4,4,2,3,3,"Potential Customers"
"3049","16464",3,13,"2011-11-20",1314.68,4,1,2,2,"Promising Customers"
"3050","16466",7,15,"2011-11-06",1603.46,3,4,3,3,"About to Sleep"
"3052","16469",3,14,"2011-11-16",650.43,3,1,1,1,"Promising Customers"
"3053","16470",4,18,"2011-10-19",757.44,2,2,1,1,"About to Sleep"
"3055","16473",3,34,"2011-06-28",316.11,1,1,1,1,"Lost Customers"
"3056","16474",6,11,"2011-12-02",1838.47,5,3,3,3,"About to Sleep"
"3057","16475",4,23,"2011-09-12",544.3,1,2,1,1,"About to Sleep"
"3058","16477",7,19,"2011-10-07",2494.46,2,4,4,4,"Loyal Customers"
"3059","16478",3,14,"2011-11-14",331,3,1,1,1,"Promising Customers"
"3066","16488",3,15,"2011-11-06",498.8,3,1,1,1,"Promising Customers"
"3068","16493",4,22,"2011-09-21",1351.63,1,2,2,2,"Hibernating"
"3071","16496",3,12,"2011-12-01",1599.52,4,1,3,3,"Potential Customers"
"3072","16497",5,17,"2011-10-21",2965.69,2,3,4,4,"About to Sleep"
"3075","16500",5,11,"2011-12-05",400.86,5,3,1,1,"About to Sleep"
"3076","16503",4,26,"2011-08-25",1431.93,1,2,3,3,"About to Sleep"
"3082","16511",3,13,"2011-11-18",950.26,4,1,2,2,"Promising Customers"
"3083","16513",4,11,"2011-12-05",874.59,5,2,2,2,"About to Sleep"
"3084","16515",5,18,"2011-10-18",1627.13,2,3,3,3,"Need Attention"
"3089","16520",3,37,"2011-06-06",1036.62,1,1,2,2,"Hibernating"
"3090","16523",17,11,"2011-12-08",9385.47,5,5,5,5,"Champions"
"3091","16525",26,11,"2011-12-07",12497.75,5,5,5,5,"Champions"
"3096","16531",7,14,"2011-11-17",1244.59,3,4,2,2,"About to Sleep"
"3097","16532",3,13,"2011-11-22",6748.8,4,1,5,5,"About to Sleep"
"3098","16533",3,13,"2011-11-20",1029.44,4,1,2,2,"Promising Customers"
"3101","16539",4,11,"2011-12-07",1388.81,5,2,3,3,"About to Sleep"
"3105","16549",8,12,"2011-11-29",4154.64,4,4,5,5,"Champions"
"3106","16550",5,26,"2011-08-23",2269.9,1,3,4,4,"About to Sleep"
"3107","16551",3,24,"2011-09-05",922.12,1,1,2,2,"Hibernating"
"3109","16553",6,34,"2011-06-29",5719.82,1,3,5,5,"About to Sleep"
"3112","16556",7,20,"2011-10-04",3313.79,2,4,4,4,"Loyal Customers"
"3114","16558",20,10,"2011-12-09",8329.24,5,5,5,5,"Champions"
"3119","16566",5,13,"2011-11-24",614.66,4,3,1,1,"About to Sleep"
"3122","16570",9,13,"2011-11-24",3738.4,4,4,4,4,"Champions"
"3123","16571",3,14,"2011-11-13",1421.69,3,1,3,3,"Potential Customers"
"3124","16572",3,29,"2011-08-04",1009.6,1,1,2,2,"Hibernating"
"3134","16589",3,21,"2011-09-29",459.24,1,1,1,1,"Lost Customers"
"3136","16592",9,11,"2011-12-05",4113.68,5,4,5,5,"Champions"
"3137","16593",3,18,"2011-10-20",330.03,2,1,1,1,"About to Sleep"
"3143","16600",6,11,"2011-12-05",813.52,5,3,1,1,"About to Sleep"
"3147","16607",13,13,"2011-11-22",3097.71,4,5,4,4,"Champions"
"3148","16609",7,13,"2011-11-24",5493.46,4,4,5,5,"Champions"
"3151","16612",4,15,"2011-11-07",1187.66,3,2,2,2,"Need Attention"
"3156","16618",4,15,"2011-11-08",2647.59,3,2,4,4,"Potential Customers"
"3159","16621",4,18,"2011-10-19",813.48,2,2,1,1,"About to Sleep"
"3163","16626",17,10,"2011-12-09",4399.9,5,5,5,5,"Champions"
"3165","16628",5,15,"2011-11-10",2188.05,3,3,4,4,"About to Sleep"
"3167","16633",6,13,"2011-11-22",2878.15,4,3,4,4,"About to Sleep"
"3169","16637",4,15,"2011-11-07",1154.47,3,2,2,2,"Need Attention"
"3170","16638",10,14,"2011-11-17",1680.72,3,5,3,3,"About to Sleep"
"3171","16639",3,15,"2011-11-08",1257.51,3,1,2,2,"Promising Customers"
"3179","16652",4,19,"2011-10-12",6748.47,2,2,5,5,"About to Sleep"
"3181","16654",4,31,"2011-07-21",601.27,1,2,1,1,"About to Sleep"
"3182","16655",6,13,"2011-11-22",3794.52,4,3,5,5,"About to Sleep"
"3183","16656",15,14,"2011-11-17",8625.8,3,5,5,5,"Loyal Customers"
"3184","16657",4,12,"2011-11-30",933.62,4,2,2,2,"Promising Customers"
"3187","16660",3,13,"2011-11-23",810.45,4,1,1,1,"Promising Customers"
"3191","16668",6,13,"2011-11-24",306.72,4,3,1,1,"About to Sleep"
"3193","16670",10,13,"2011-11-23",4095.9,4,5,5,5,"Champions"
"3194","16671",3,14,"2011-11-11",1692.27,3,1,3,3,"Potential Customers"
"3195","16672",18,11,"2011-12-07",8128.19,5,5,5,5,"Champions"
"3197","16676",4,15,"2011-11-06",1592.12,3,2,3,3,"Need Attention"
"3198","16678",12,11,"2011-12-07",3102.99,5,5,4,4,"Champions"
"3201","16681",6,21,"2011-09-28",1770.34,1,3,3,3,"About to Sleep"
"3202","16682",5,11,"2011-12-05",1028,5,3,2,2,"About to Sleep"
"3203","16684",15,11,"2011-12-05",66504.1,5,5,5,5,"Champions"
"3205","16686",7,17,"2011-10-23",3043.48,2,4,4,4,"Loyal Customers"
"3206","16688",4,11,"2011-12-08",1260.86,5,2,2,2,"About to Sleep"
"3211","16696",4,30,"2011-07-27",657.9,1,2,1,1,"About to Sleep"
"3214","16700",13,12,"2011-12-01",5076.55,4,5,5,5,"Champions"
"3215","16701",12,12,"2011-12-01",5398.3,4,5,5,5,"Champions"
"3216","16705",12,10,"2011-12-09",14034.99,5,5,5,5,"Champions"
"3217","16706",3,16,"2011-11-02",531.35,2,1,1,1,"About to Sleep"
"3219","16709",4,22,"2011-09-16",3029.87,1,2,4,4,"About to Sleep"
"3220","16710",9,13,"2011-11-20",2483.04,4,4,4,4,"Champions"
"3221","16711",5,11,"2011-12-06",1651.03,5,3,3,3,"About to Sleep"
"3222","16712",9,12,"2011-11-30",3645.43,4,4,4,4,"Champions"
"3223","16713",15,13,"2011-11-21",6873.38,4,5,5,5,"Champions"
"3227","16717",6,14,"2011-11-16",3858.38,3,3,5,5,"About to Sleep"
"3229","16719",7,12,"2011-11-25",1773.92,4,4,3,3,"About to Sleep"
"3232","16722",13,13,"2011-11-22",4714.31,4,5,5,5,"Champions"
"3234","16725",6,54,"2011-02-10",775.07,1,3,1,1,"About to Sleep"
